pathogen,travel,culture,startyear,endyear,yearn,count_median,,,,,,,inc,Est IR,IRR,.value_median,ref_value_median,ref_count_median,population_median,ref_pop_median,pinc_median,pinc_LL,pinc_UL,ref.est.ir_median,ref.est.ir_LL,ref.est.ir_UL,ref.ir_median,rr_median,rr_LL,rr_UL,pct.change_median,pct.change_LL,pct.change_UL
SALMONELLA,Unknown Travel Included,CxCIDT,2016,2018,2003,6038,,,,,,,14.46,"14.58 (14.06, 15.18)","0.99 (0.93, 1.04)",6088.663949,7354.228187,7584.666667,41753349,49658365,14.58245649,14.06323809,15.17931052,14.80964624,14.2900695,15.38390225,15.2736939,0.99,0.93,1.04,-1.48,-6.57,3.92
SALMONELLA,Unknown Travel Included,CxCIDT,2020,2022,2003,6038,,,,,,,14.46,"14.58 (14.06, 15.18)","1.03 (0.97, 1.09)",6088.663949,7222.44187,6862.666667,41753349,50884081.67,14.58245649,14.06323809,15.17931052,14.19391219,13.65351817,14.76434299,13.48686356,1.03,0.97,1.09,2.75,-2.75,8.68
SALMONELLA,Unknown Travel Included,CxCIDT,2004,2006,2003,6038,,,,,,,14.46,"14.58 (14.06, 15.18)","1.02 (0.99, 1.05)",6088.663949,6427.604271,6060.666667,41753349,44811720.67,14.58245649,14.06323809,15.17931052,14.34357837,13.80155095,14.88925179,13.52473544,1.02,0.99,1.05,1.62,-0.94,5.25875
SALMONELLA,Unknown Travel Included,CxCIDT,2006,2008,2003,6038,,,,,,,14.46,"14.58 (14.06, 15.18)","1.01 (0.97, 1.06)",6088.663949,6622.923815,6447,41753349,45830891.67,14.58245649,14.06323809,15.17931052,14.45078543,13.89614002,15.00017338,14.0669312,1.01,0.97,1.06,0.85,-3.12,6.18875
STEC NONO157,Travel Included,Cx,2016,2018,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.06 (0.05, 0.08)",46.5701361,1018.927951,1040,37860565,49658365,0.123004335,0.100358852,0.152357117,2.051875754,1.896933609,2.22712768,2.094309791,0.06,0.05,0.08,-94.02,-95.18875,-92.5
STEC NONO157,Travel Included,Cx,2020,2022,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.06 (0.05, 0.08)",46.5701361,1017.968909,868.3333333,37860565,50884081.67,0.123004335,0.100358852,0.152357117,2.000564569,1.837063691,2.19812724,1.706493082,0.06,0.05,0.08,-93.86,-95.1,-92.26
STEC NONO157,Travel Included,Cx,2004,2006,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.41 (0.33, 0.51)",46.5701361,135.3752837,137.6666667,37860565,44811720.67,0.123004335,0.100358852,0.152357117,0.302097937,0.268857022,0.340585674,0.307211293,0.41,0.33,0.51,-59.4,-67.06,-49.17125
STEC NONO157,Travel Included,Cx,2006,2008,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.25 (0.2, 0.31)",46.5701361,227.5167456,239.3333333,37860565,45830891.67,0.123004335,0.100358852,0.152357117,0.496426618,0.451056921,0.546658935,0.522209638,0.25,0.2,0.31,-75.25,-80.22,-68.74125
VIBRIO,Travel Included,Cx,2016,2018,2002,104,,,,,,,0.27,"0.25 (0.23, 0.28)","0.53 (0.46, 0.6)",96.35184024,240.1999558,271.3333333,37860565,49658365,0.25449129,0.22889007,0.283766765,0.483704922,0.447312495,0.524747195,0.546400054,0.53,0.46,0.6,-47.46,-54.17875,-39.78
VIBRIO,Travel Included,Cx,2020,2022,2002,104,,,,,,,0.27,"0.25 (0.23, 0.28)","0.52 (0.45, 0.6)",96.35184024,248.8161276,223,37860565,50884081.67,0.25449129,0.22889007,0.283766765,0.488986181,0.446035063,0.538485365,0.438251006,0.52,0.45,0.6,-47.96,-54.84,-40.09
VIBRIO,Travel Included,Cx,2004,2006,2002,104,,,,,,,0.27,"0.25 (0.23, 0.28)","0.91 (0.84, 0.99)",96.35184024,125.0218048,133.3333333,37860565,44811720.67,0.25449129,0.22889007,0.283766765,0.278993538,0.255457408,0.305030627,0.297541204,0.91,0.84,0.99,-8.725,-16.2,-0.88
VIBRIO,Travel Included,Cx,2006,2008,2002,104,,,,,,,0.27,"0.25 (0.23, 0.28)","0.82 (0.73, 0.91)",96.35184024,142.6137931,134,37860565,45830891.67,0.25449129,0.22889007,0.283766765,0.311173944,0.286365304,0.339199409,0.292379212,0.82,0.73,0.91,-18.25,-26.81875,-8.56125
LISTERIA,Travel Included,Cx,2016,2018,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.18 (1.05, 1.32)",117.223408,130.6179027,139.3333333,37860565,49658365,0.30961875,0.284375323,0.337704582,0.263033031,0.244759898,0.283163958,0.280583812,1.18,1.05,1.32,17.7,5.04,31.9375
LISTERIA,Travel Included,Cx,2020,2022,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.11 (0.98, 1.26)",117.223408,141.5192865,134,37860565,50884081.67,0.30961875,0.284375323,0.337704582,0.27812094,0.255075666,0.303372414,0.263343654,1.11,0.98,1.26,11.32,-1.7375,26.06
LISTERIA,Travel Included,Cx,2004,2006,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.1 (1.03, 1.18)",117.223408,126.1201188,124.6666667,37860565,44811720.67,0.30961875,0.284375323,0.337704582,0.28144449,0.260924054,0.303240833,0.278201026,1.1,1.03,1.18,10.225,2.52,17.87
LISTERIA,Travel Included,Cx,2006,2008,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.13 (1.02, 1.23)",117.223408,126.2513358,122,37860565,45830891.67,0.30961875,0.284375323,0.337704582,0.275472135,0.256219592,0.296288558,0.266195999,1.13,1.02,1.23,12.56,2.25125,23.22
YERSINIA,Travel Included,Cx,2016,2018,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","0.98 (0.85, 1.12)",159.9318822,214.5475248,230.6666667,37860565,49658365,0.42242339,0.384343214,0.465932113,0.432047098,0.393260891,0.476448378,0.464507171,0.98,0.85,1.12,-2.3,-14.91875,12.36
YERSINIA,Travel Included,Cx,2020,2022,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","0.88 (0.78, 1)",159.9318822,244.7484837,206.3333333,37860565,50884081.67,0.42242339,0.384343214,0.465932113,0.480992239,0.442099517,0.524995817,0.405496821,0.88,0.78,1,-12.17,-22.49,-0.09
YERSINIA,Travel Included,Cx,2004,2006,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","1.13 (1.03, 1.24)",159.9318822,167.2705129,167,37860565,44811720.67,0.42242339,0.384343214,0.465932113,0.373274024,0.342773224,0.40623365,0.372670358,1.13,1.03,1.24,13.24,2.92125,24.36625
YERSINIA,Travel Included,Cx,2006,2008,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","1.19 (1.06, 1.34)",159.9318822,163.2190868,164.3333333,37860565,45830891.67,0.42242339,0.384343214,0.465932113,0.356133343,0.327774707,0.387512927,0.358564556,1.19,1.06,1.34,18.64,5.57125,33.55875
STEC O157,Travel Included,Cx,2016,2018,2002,641,,,,,,,1.69,"1.46 (1.35, 1.58)","1.74 (1.55, 1.93)",552.3630725,417.3476494,460,37860565,49658365,1.458940384,1.347045718,1.579964985,0.840437758,0.783198397,0.904642028,0.92632933,1.74,1.55,1.93,73.655,54.85125,93.30875
STEC O157,Travel Included,Cx,2020,2022,2002,641,,,,,,,1.69,"1.46 (1.35, 1.58)","2.17 (1.92, 2.44)",552.3630725,342.4754259,298.3333333,37860565,50884081.67,1.458940384,1.347045718,1.579964985,0.673050224,0.616210673,0.736636068,0.586299926,2.17,1.92,2.44,116.81,92.0425,144.405
STEC O157,Travel Included,Cx,2004,2006,2002,641,,,,,,,1.69,"1.46 (1.35, 1.58)","1.19 (1.13, 1.28)",552.3630725,546.8497118,488.3333333,37860565,44811720.67,1.458940384,1.347045718,1.579964985,1.220327414,1.131205052,1.308812759,1.089744661,1.19,1.13,1.28,19.455,13.15,27.51
STEC O157,Travel Included,Cx,2006,2008,2002,641,,,,,,,1.69,"1.46 (1.35, 1.58)","1.27 (1.18, 1.38)",552.3630725,526.0541691,552,37860565,45830891.67,1.458940384,1.347045718,1.579964985,1.147815698,1.068902573,1.226119917,1.2044278,1.27,1.18,1.38,27.11,17.73,38.35
STEC,Travel Included,Cx,2016,2018,2002,699,,,,,,,1.85,"1.63 (1.52, 1.76)","0.58 (0.52, 0.64)",618.6161024,1409.603475,1508.666667,37860565,49658365,1.633932569,1.517612722,1.762949861,2.838602267,2.658873525,3.030256378,3.038091703,0.58,0.52,0.64,-42.41,-47.96,-36.33
STEC,Travel Included,Cx,2020,2022,2002,699,,,,,,,1.85,"1.63 (1.52, 1.76)","0.6 (0.54, 0.67)",618.6161024,1374.638913,1167.333333,37860565,50884081.67,1.633932569,1.517612722,1.762949861,2.701510705,2.521202822,2.910111948,2.294103175,0.6,0.54,0.67,-39.51,-45.52,-33.01
STEC,Travel Included,Cx,2004,2006,2002,699,,,,,,,1.85,"1.63 (1.52, 1.76)","1.05 (0.98, 1.14)",618.6161024,693.6601816,650,37860565,44811720.67,1.633932569,1.517612722,1.762949861,1.547943643,1.44056553,1.666910949,1.450513371,1.05,0.98,1.14,5.46,-1.63,13.75875
STEC,Travel Included,Cx,2006,2008,2002,699,,,,,,,1.85,"1.63 (1.52, 1.76)","0.98 (0.9, 1.07)",618.6161024,764.7618837,814,37860565,45830891.67,1.633932569,1.517612722,1.762949861,1.668660277,1.560797916,1.786040781,1.776094617,0.98,0.9,1.07,-2.11,-10.41,7.29875
SHIGELLA,Travel Included,Cx,2016,2018,2002,4113,,,,,,,10.86,"7.03 (6.05, 8.2)","1.98 (1.62, 2.39)",2661.248382,1766.261574,1775.333333,37860565,49658365,7.029077306,6.046290337,8.200181518,3.556825872,3.168133759,4.032811164,3.575094213,1.98,1.62,2.39,97.62,62.31125,139.04875
SHIGELLA,Travel Included,Cx,2020,2022,2002,4113,,,,,,,10.86,"7.03 (6.05, 8.2)","2.68 (2.16, 3.31)",2661.248382,1331.458996,1066.333333,37860565,50884081.67,7.029077306,6.046290337,8.200181518,2.616651322,2.275641118,3.057450079,2.095612809,2.68,2.16,3.31,168.07,116.45375,230.79625
SHIGELLA,Travel Included,Cx,2004,2006,2002,4113,,,,,,,10.86,"7.03 (6.05, 8.2)","1.18 (1.01, 1.35)",2661.248382,2672.904003,2369.333333,37860565,44811720.67,7.029077306,6.046290337,8.200181518,5.96474307,5.228828751,6.918247379,5.2873072,1.18,1.01,1.35,17.76,1.41375,35.43
SHIGELLA,Travel Included,Cx,2006,2008,2002,4113,,,,,,,10.86,"7.03 (6.05, 8.2)","1.29 (1.06, 1.53)",2661.248382,2506.752164,2892.333333,37860565,45830891.67,7.029077306,6.046290337,8.200181518,5.469568827,4.790247075,6.387319113,6.310881652,1.29,1.06,1.53,28.64,5.765,53.05875
CAMPYLOBACTER,Travel Included,Cx,2016,2018,2002,5064,,,,,,,13.38,"13.36 (12.92, 13.83)","1.12 (1.07, 1.17)",5059.818261,5910.706204,6007.333333,37860565,49658365,13.36434958,12.91995149,13.8343662,11.90274026,11.56762595,12.25466171,12.09732405,1.12,1.07,1.17,12.27,7.37125,17.39
CAMPYLOBACTER,Travel Included,Cx,2020,2022,2002,5064,,,,,,,13.38,"13.36 (12.92, 13.83)","1.37 (1.31, 1.44)",5059.818261,4962.699722,4607,37860565,50884081.67,13.36434958,12.91995149,13.8343662,9.752951335,9.450675008,10.06391078,9.053912047,1.37,1.31,1.44,37.03,30.95,43.58
CAMPYLOBACTER,Travel Included,Cx,2004,2006,2002,5064,,,,,,,13.38,"13.36 (12.92, 13.83)","1.05 (1.01, 1.08)",5059.818261,5724.956836,5716,37860565,44811720.67,13.36434958,12.91995149,13.8343662,12.77557914,12.40757008,13.17060846,12.75559143,1.05,1.01,1.08,4.62,0.91,8.47
CAMPYLOBACTER,Travel Included,Cx,2006,2008,2002,5064,,,,,,,13.38,"13.36 (12.92, 13.83)","1.04 (1, 1.09)",5059.818261,5863.33297,5833.333333,37860565,45830891.67,13.36434958,12.91995149,13.8343662,12.79340802,12.43487602,13.18178588,12.72795078,1.04,1,1.09,4.47,0,9.10875
SALMONELLA,Travel Included,Cx,2016,2018,2002,6149,,,,,,,16.24,"15.15 (14.59, 15.81)","1.02 (0.97, 1.08)",5735.759634,7387.355322,7650.666667,37860565,49658365,15.14969371,14.5863806,15.80582489,14.87635632,14.39444564,15.40831956,15.40660202,1.02,0.97,1.08,1.84,-3.39,7.5
SALMONELLA,Travel Included,Cx,2020,2022,2002,6149,,,,,,,16.24,"15.15 (14.59, 15.81)","1.11 (1.06, 1.18)",5735.759634,6921.426398,6413.333333,37860565,50884081.67,15.14969371,14.5863806,15.80582489,13.60234119,13.11245367,14.13069003,12.60381071,1.11,1.06,1.18,11.38,5.62,17.67875
SALMONELLA,Travel Included,Cx,2004,2006,2002,6149,,,,,,,16.24,"15.15 (14.59, 15.81)","1 (0.96, 1.04)",5735.759634,6801.667783,6563.666667,37860565,44811720.67,15.14969371,14.5863806,15.80582489,15.17832318,14.6405825,15.74136799,14.64720963,1,0.96,1.04,-0.27,-3.72875,4.42
SALMONELLA,Travel Included,Cx,2006,2008,2002,6149,,,,,,,16.24,"15.15 (14.59, 15.81)","0.98 (0.94, 1.03)",5735.759634,7091.110593,6992,37860565,45830891.67,15.14969371,14.5863806,15.80582489,15.47233827,14.91971927,16.03951319,15.25608546,0.98,0.94,1.03,-2.14,-6.48875,3.39
CYCLOSPORA,Travel Included,CxCIDT,2016,2018,2002,42,,,,,,,0.11,"0.07 (0.05, 0.11)","0.23 (0.15, 0.36)",28.3903133,163.0738215,184.3333333,37860565,49658365,0.074986502,0.053162488,0.11134453,0.328391443,0.259917472,0.43142863,0.371202985,0.23,0.15,0.36,-77.21,-85.31,-63.70125
CYCLOSPORA,Travel Included,CxCIDT,2020,2022,2002,42,,,,,,,0.11,"0.07 (0.05, 0.11)","0.07 (0.04, 0.11)",28.3903133,544.9054615,378.6666667,37860565,50884081.67,0.074986502,0.053162488,0.11134453,1.070876085,0.812762677,1.516206268,0.744175102,0.07,0.04,0.11,-93.02,-95.69,-88.76
CYCLOSPORA,Travel Included,CxCIDT,2004,2006,2002,42,,,,,,,0.11,"0.07 (0.05, 0.11)","1.14 (0.84, 1.57)",28.3903133,29.46852643,41,37860565,44811720.67,0.074986502,0.053162488,0.11134453,0.065760756,0.049032433,0.091129722,0.09149392,1.14,0.84,1.56875,14.24,-16.22875,56.51375
CYCLOSPORA,Travel Included,CxCIDT,2006,2008,2002,42,,,,,,,0.11,"0.07 (0.05, 0.11)","1.2 (0.81, 1.84)",28.3903133,28.58839846,24.33333333,37860565,45830891.67,0.074986502,0.053162488,0.11134453,0.062378011,0.046442623,0.085991723,0.053093738,1.2,0.81,1.84,19.77,-19.10375,83.6475
STEC NONO157,Travel Included,CxCIDT,2016,2018,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.06 (0.05, 0.08)",46.5701361,1018.927951,1040,37860565,49658365,0.123004335,0.100358852,0.152357117,2.051875754,1.896933609,2.22712768,2.094309791,0.06,0.05,0.08,-94.02,-95.18875,-92.5
STEC NONO157,Travel Included,CxCIDT,2020,2022,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.06 (0.05, 0.08)",46.5701361,1017.968909,868.3333333,37860565,50884081.67,0.123004335,0.100358852,0.152357117,2.000564569,1.837063691,2.19812724,1.706493082,0.06,0.05,0.08,-93.86,-95.1,-92.26
STEC NONO157,Travel Included,CxCIDT,2004,2006,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.41 (0.33, 0.51)",46.5701361,135.3752837,137.6666667,37860565,44811720.67,0.123004335,0.100358852,0.152357117,0.302097937,0.268857022,0.340585674,0.307211293,0.41,0.33,0.51,-59.4,-67.06,-49.17125
STEC NONO157,Travel Included,CxCIDT,2006,2008,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.25 (0.2, 0.31)",46.5701361,227.5167456,239.3333333,37860565,45830891.67,0.123004335,0.100358852,0.152357117,0.496426618,0.451056921,0.546658935,0.522209638,0.25,0.2,0.31,-75.25,-80.22,-68.74125
"I 4,[5],12:i:-",Travel Included,CxCIDT,2016,2018,2002,74,,,,,,,0.2,"0.21 (0.18, 0.24)","0.24 (0.2, 0.29)",77.63803594,427.1625782,443,37860565,49658365,0.205063067,0.176484577,0.239694894,0.860202663,0.785290321,0.944595985,0.89209542,0.24,0.2,0.29,-76.2,-80.06,-71.36
"I 4,[5],12:i:-",Travel Included,CxCIDT,2020,2022,2002,74,,,,,,,0.2,"0.21 (0.18, 0.24)","0.33 (0.27, 0.4)",77.63803594,316.6110305,289.3333333,37860565,50884081.67,0.205063067,0.176484577,0.239694894,0.622220192,0.561055891,0.693421091,0.568612666,0.33,0.27,0.4,-67.09,-72.62,-60.3325
"I 4,[5],12:i:-",Travel Included,CxCIDT,2004,2006,2002,74,,,,,,,0.2,"0.21 (0.18, 0.24)","0.42 (0.36, 0.49)",77.63803594,220.3378562,238.3333333,37860565,44811720.67,0.205063067,0.176484577,0.239694894,0.491696933,0.440782425,0.548328323,0.531854903,0.42,0.36,0.49,-58.25,-64.24,-51.34
"I 4,[5],12:i:-",Travel Included,CxCIDT,2006,2008,2002,74,,,,,,,0.2,"0.21 (0.18, 0.24)","0.33 (0.28, 0.39)",77.63803594,283.874136,309.6666667,37860565,45830891.67,0.205063067,0.176484577,0.239694894,0.619394748,0.563299672,0.681349805,0.675672359,0.33,0.28,0.39,-66.885,-72.15,-60.55
BRAENDERUP,Travel Included,CxCIDT,2016,2018,2002,50,,,,,,,0.13,"0.21 (0.18, 0.24)","0.8 (0.67, 0.97)",78.53033826,128.6917716,142.6666667,37860565,49658365,0.207419879,0.180788932,0.241750923,0.259154267,0.232353448,0.290395864,0.287296343,0.8,0.67,0.97,-19.91,-33.3175,-3.0625
BRAENDERUP,Travel Included,CxCIDT,2020,2022,2002,50,,,,,,,0.13,"0.21 (0.18, 0.24)","0.72 (0.59, 0.88)",78.53033826,145.7386215,122,37860565,50884081.67,0.207419879,0.180788932,0.241750923,0.286412994,0.251450716,0.328969153,0.23976064,0.72,0.59,0.88,-27.515,-40.53875,-11.56125
BRAENDERUP,Travel Included,CxCIDT,2004,2006,2002,50,,,,,,,0.13,"0.21 (0.18, 0.24)","0.96 (0.85, 1.07)",78.53033826,96.69248823,102,37860565,44811720.67,0.207419879,0.180788932,0.241750923,0.215774995,0.19020862,0.249524834,0.227619021,0.96,0.85,1.07,-3.79,-14.71,7.39
BRAENDERUP,Travel Included,CxCIDT,2006,2008,2002,50,,,,,,,0.13,"0.21 (0.18, 0.24)","0.91 (0.78, 1.06)",78.53033826,104.1671779,100,37860565,45830891.67,0.207419879,0.180788932,0.241750923,0.227285951,0.201712921,0.260280829,0.218193442,0.91,0.78,1.06,-8.64,-21.83,6.1
INFANTIS,Travel Included,CxCIDT,2016,2018,2002,85,,,,,,,0.22,"0.21 (0.19, 0.24)","0.54 (0.45, 0.63)",79.49098305,194.5424018,190,37860565,49658365,0.209957202,0.185007006,0.239166045,0.391761593,0.354539999,0.43434661,0.382614289,0.54,0.45,0.63,-46.37,-54.71,-36.69125
INFANTIS,Travel Included,CxCIDT,2020,2022,2002,85,,,,,,,0.22,"0.21 (0.19, 0.24)","0.49 (0.41, 0.58)",79.49098305,217.1206495,200.6666667,37860565,50884081.67,0.209957202,0.185007006,0.239166045,0.426696606,0.38243687,0.478550345,0.394360397,0.49,0.41,0.58,-50.83,-58.58875,-41.5225
INFANTIS,Travel Included,CxCIDT,2004,2006,2002,85,,,,,,,0.22,"0.21 (0.19, 0.24)","1.02 (0.92, 1.14)",79.49098305,92.53555107,89.33333333,37860565,44811720.67,0.209957202,0.185007006,0.239166045,0.206498545,0.183016564,0.231595259,0.199352607,1.02,0.92,1.14,1.61,-8.09875,13.795
INFANTIS,Travel Included,CxCIDT,2006,2008,2002,85,,,,,,,0.22,"0.21 (0.19, 0.24)","0.96 (0.84, 1.1)",79.49098305,100.6118828,90.33333333,37860565,45830891.67,0.209957202,0.185007006,0.239166045,0.21952853,0.19574875,0.244989236,0.197101409,0.96,0.84,1.1,-4.47,-16.02875,10.17875
ORANIENBURG,Travel Included,CxCIDT,2016,2018,2002,99,,,,,,,0.26,"0.21 (0.19, 0.24)","0.86 (0.73, 1.01)",79.5807729,121.5782865,109.6666667,37860565,49658365,0.210194362,0.186180418,0.238680125,0.244829419,0.222306062,0.270199396,0.220842282,0.86,0.73,1.01,-14.28,-26.59875,0.8
ORANIENBURG,Travel Included,CxCIDT,2020,2022,2002,99,,,,,,,0.26,"0.21 (0.19, 0.24)","0.72 (0.61, 0.86)",79.5807729,147.9511711,170.6666667,37860565,50884081.67,0.210194362,0.186180418,0.238680125,0.290761209,0.260021783,0.326141313,0.335402863,0.72,0.61,0.86,-27.73,-38.77,-14.46125
ORANIENBURG,Travel Included,CxCIDT,2004,2006,2002,99,,,,,,,0.26,"0.21 (0.19, 0.24)","0.97 (0.88, 1.08)",79.5807729,97.04380583,87.66666667,37860565,44811720.67,0.210194362,0.186180418,0.238680125,0.216558981,0.195468778,0.240438944,0.195633342,0.97,0.88,1.08,-3.04,-12.06,8.05875
ORANIENBURG,Travel Included,CxCIDT,2006,2008,2002,99,,,,,,,0.26,"0.21 (0.19, 0.24)","0.96 (0.85, 1.1)",79.5807729,100.1002996,96,37860565,45830891.67,0.210194362,0.186180418,0.238680125,0.218412289,0.198156713,0.241453616,0.209465704,0.96,0.85,1.1,-3.93,-14.95,10.3375
VIBRIO,Travel Included,CxCIDT,2016,2018,2002,104,,,,,,,0.27,"0.25 (0.23, 0.28)","0.37 (0.33, 0.42)",96.10547142,337.196892,391.3333333,37860565,49658365,0.253840563,0.228079461,0.282571089,0.679033416,0.631711287,0.731388477,0.788051184,0.37,0.33,0.42,-62.61,-67.17,-57.52
VIBRIO,Travel Included,CxCIDT,2020,2022,2002,104,,,,,,,0.27,"0.25 (0.23, 0.28)","0.26 (0.23, 0.3)",96.10547142,493.0992087,435.6666667,37860565,50884081.67,0.253840563,0.228079461,0.282571089,0.969063787,0.88902256,1.061252352,0.856194418,0.26,0.23,0.3,-73.81,-77.22,-69.88
VIBRIO,Travel Included,CxCIDT,2004,2006,2002,104,,,,,,,0.27,"0.25 (0.23, 0.28)","0.93 (0.86, 1)",96.10547142,122.5979689,133.3333333,37860565,44811720.67,0.253840563,0.228079461,0.282571089,0.273584605,0.251636092,0.298393682,0.297541204,0.93,0.86,1,-7.18,-14.2,0.28875
VIBRIO,Travel Included,CxCIDT,2006,2008,2002,104,,,,,,,0.27,"0.25 (0.23, 0.28)","0.83 (0.75, 0.92)",96.10547142,139.8301292,134,37860565,45830891.67,0.253840563,0.228079461,0.282571089,0.305100172,0.281390426,0.330897595,0.292379212,0.83,0.75,0.92,-16.83,-25.13,-7.56
SAINTPAUL,Travel Included,CxCIDT,2016,2018,2002,107,,,,,,,0.28,"0.28 (0.25, 0.32)","0.8 (0.66, 0.96)",105.9782118,174.2897271,171.6666667,37860565,49658365,0.279917143,0.247067488,0.319298965,0.350977579,0.31091576,0.401737061,0.345695366,0.8,0.66,0.96,-20.24,-33.69,-4.25125
SAINTPAUL,Travel Included,CxCIDT,2020,2022,2002,107,,,,,,,0.28,"0.28 (0.25, 0.32)","0.83 (0.67, 1.01)",105.9782118,171.5213073,151.6666667,37860565,50884081.67,0.279917143,0.247067488,0.319298965,0.337082446,0.291143002,0.398918086,0.298063091,0.83,0.67,1.01,-17.02,-32.86875,1.33875
SAINTPAUL,Travel Included,CxCIDT,2004,2006,2002,107,,,,,,,0.28,"0.28 (0.25, 0.32)","0.87 (0.78, 0.96)",105.9782118,144.0945294,122.3333333,37860565,44811720.67,0.279917143,0.247067488,0.319298965,0.321555449,0.285582613,0.366122791,0.272994055,0.87,0.78,0.96,-12.805,-22.16,-3.56
SAINTPAUL,Travel Included,CxCIDT,2006,2008,2002,107,,,,,,,0.28,"0.28 (0.25, 0.32)","0.73 (0.63, 0.84)",105.9782118,175.5383258,217.3333333,37860565,45830891.67,0.279917143,0.247067488,0.319298965,0.383013115,0.338378167,0.438683988,0.47420708,0.73,0.63,0.84,-26.8,-37.29,-15.75
LISTERIA,Travel Included,CxCIDT,2016,2018,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.17 (1.04, 1.31)",117.1880477,131.5348748,140,37860565,49658365,0.309525354,0.283775137,0.336885574,0.264879592,0.246255374,0.28488854,0.281926318,1.17,1.04,1.31,16.85,4.1,30.68
LISTERIA,Travel Included,CxCIDT,2020,2022,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.1 (0.97, 1.24)",117.1880477,143.5480386,136.6666667,37860565,50884081.67,0.309525354,0.283775137,0.336885574,0.282107948,0.258608394,0.307710012,0.268584324,1.1,0.97,1.24,9.68,-2.98,24.34
LISTERIA,Travel Included,CxCIDT,2004,2006,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.1 (1.02, 1.18)",117.1880477,125.9874407,124.6666667,37860565,44811720.67,0.309525354,0.283775137,0.336885574,0.281148411,0.260467971,0.303079253,0.278201026,1.1,1.02,1.18,10.125,2.43,17.96875
LISTERIA,Travel Included,CxCIDT,2006,2008,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.13 (1.02, 1.23)",117.1880477,126.156946,122,37860565,45830891.67,0.309525354,0.283775137,0.336885574,0.275266183,0.255549793,0.296242887,0.266195999,1.13,1.02,1.23,12.55,2.2,23.35
MUENCHEN,Travel Included,CxCIDT,2016,2018,2002,128,,,,,,,0.34,"0.36 (0.31, 0.43)","1.1 (0.88, 1.39)",135.5540957,161.8773472,163,37860565,49658365,0.358035058,0.306354067,0.430992816,0.325982032,0.283963054,0.378726068,0.328242784,1.1,0.88,1.39,9.79,-11.59875,38.9975
MUENCHEN,Travel Included,CxCIDT,2020,2022,2002,128,,,,,,,0.34,"0.36 (0.31, 0.43)","1.25 (0.99, 1.59)",135.5540957,145.9709623,143,37860565,50884081.67,0.358035058,0.306354067,0.430992816,0.286869601,0.246122825,0.342383667,0.281030914,1.25,0.99,1.59,24.9,-1.0975,58.7675
MUENCHEN,Travel Included,CxCIDT,2004,2006,2002,128,,,,,,,0.34,"0.36 (0.31, 0.43)","0.94 (0.82, 1.12)",135.5540957,170.1334081,154.6666667,37860565,44811720.67,0.358035058,0.306354067,0.430992816,0.379662744,0.328010504,0.450578769,0.345147797,0.94,0.82,1.12,-5.95,-18.41875,11.8575
MUENCHEN,Travel Included,CxCIDT,2006,2008,2002,128,,,,,,,0.34,"0.36 (0.31, 0.43)","0.9 (0.74, 1.12)",135.5540957,182.0383038,188,37860565,45830891.67,0.358035058,0.306354067,0.430992816,0.397195641,0.342504214,0.469864424,0.410203671,0.9,0.74,1.12,-9.97,-25.8075,11.80625
YERSINIA,Travel Included,CxCIDT,2016,2018,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","0.56 (0.49, 0.65)",160.8186896,374.3531562,431,37860565,49658365,0.424765689,0.381352485,0.471275609,0.753857192,0.692281608,0.821863933,0.867930307,0.56,0.49,0.65,-43.7,-51.09,-35.36
YERSINIA,Travel Included,CxCIDT,2020,2022,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","0.26 (0.23, 0.3)",160.8186896,828.2289191,722.6666667,37860565,50884081.67,0.424765689,0.381352485,0.471275609,1.627677835,1.50103936,1.776040186,1.420221498,0.26,0.23,0.3,-73.93,-77.14875,-70.33
